,price
149301,561
96529,14709
93920,995
150309,745
25274,6369
136365,8504
36326,7139
117775,9281
52195,4509
130811,1757
1237,7500
51965,4579
43255,561
171337,2815
39459,1447
85799,1758
116871,10851
188332,4729
37964,1549
72083,15461
146086,3932
108640,7016
13891,537
164557,7589
139972,2557
92326,872
105812,6629
175712,6646
45221,5882
80066,15145
104319,1327
164727,825
74548,1125
73118,522
145893,15413
184223,873
35862,7575
189304,1819
60887,11167
139151,5986
104082,802
129079,1305
92700,8928
86924,789
37972,901
174322,16395
44867,4045
29218,7233
150821,2289
161383,11888
184584,3063
174860,1353
19121,394
20264,1436
26951,2725
174438,4443
93758,4256
117230,642
123938,1842
43552,4427
155879,2618
68201,591
51332,561
53651,5412
76028,1929
68305,7535
185497,375
39587,2446
11227,755
178431,3726
183989,8281
181859,1304
12011,7324
8360,2508
139701,6338
90935,2753
115037,4355
116711,891
13416,2951
154142,4082
44293,3363
137702,823
100613,7288
81690,4480
158459,984
30401,5533
142609,4676
186375,1433
181827,491
41682,936
163425,828
38718,2218
41274,1607
134940,1061
189392,1196
102486,1314
154898,12406
114432,1813
147623,6195
27003,5480
192802,3731
96132,5292
83731,2168
152721,1671
162254,506
125294,1391
187348,6387
77735,818
120250,700
167452,7861
44456,606
151908,5767
19144,764
57987,956
97932,2257
25259,3283
19887,17451
16631,1858
155343,5557
100671,1356
165780,2178
179327,2001
144499,462
115138,4244
152898,769
132446,4381
126075,526
134789,13687
93928,3966
115006,3911
142942,687
12155,5703
25460,1316
67505,650
168560,10313
1872,1689
35500,8745
20929,926
52900,6841
154115,802
63073,4427
164903,778
11282,7740
162632,1368
176372,1790
128789,1629
184016,491
105856,2222
182155,977
58458,8771
24318,8736
151117,561
137300,2388
167927,463
113585,4159
54979,663
154564,6814
65270,6470
15772,17515
186990,1917
12738,6133
166268,5855
104627,778
157310,3581
111670,6327
123671,7961
90121,4752
99772,900
124115,2211
35411,5013
172028,605
162666,1184
178105,602
55485,589
6116,4372
190585,624
56395,1012
136663,6902
173691,1114
69177,3063
69741,3300
113372,6045
74627,4950
126077,3568
30741,951
38459,8196
169861,18717
140216,17330
27944,3207
13543,726
49915,17273
13987,1575
110907,1613
87181,6340
145674,11105
111045,8457
147289,3455
146388,3057
90534,6048
137746,936
155190,4064
163812,2507
61276,627
5305,526
83026,833
184948,1090
102330,610
143626,442
152531,5555
33488,7503
190558,2396
137465,567
119012,2936
82013,2401
166835,2590
82415,3581
58420,5889
156764,4121
121410,4032
37962,2009
28941,8431
115774,6239
88393,1116
98600,1771
61429,4975
26564,18363
153676,5315
193152,658
8583,3885
104342,2670
6066,2852
84606,4554
176396,563
118247,2039
121867,449
28577,5152
134495,6925
173654,921
14284,6377
146712,3672
30134,2801
128470,2817
52164,1610
113353,12165
15050,842
67082,6809
168674,6132
43023,14277
25720,4229
136302,6566
182571,1774
62496,18431
181310,11021
115999,607
27546,5294
105182,754
95987,371
3608,8201
53948,904
54822,1179
9874,11028
75927,4234
189912,6814
22487,18483
45335,4093
89063,2573
70904,2050
61472,4956
48392,3018
142575,891
152982,702
184293,2452
74210,8820
19046,4144
188560,869
149298,1654
5274,2681
111561,3216
80987,7909
155390,891
60379,782
41704,4478
101272,3706
85621,5731
34819,4578
113827,1110
59327,3104
97392,911
39840,1389
133931,5393
53219,2674
175034,1786
165756,3936
147865,1375
163266,14258
16257,740
50555,891
69363,754
19734,492
177580,9095
24520,3239
110648,9013
175790,1651
130447,2215
97475,2345
89059,918
184520,1960
6508,8731
163299,1815
15569,2459
105985,765
147162,2064
135126,489
121840,906
174306,4265
143206,4258
169776,5217
68326,15515
84675,17347
6309,13293
154044,3387
176989,15618
91551,1814
24002,10214
15684,15322
82141,6060
58451,4657
19374,6349
169203,2861
25775,14341
143488,1656
157938,2089
188208,1697
43026,2297
21865,669
156295,2399
98233,3307
93184,5006
39214,2306
97366,4368
5622,13853
155216,956
50974,4004
66024,1109
59026,680
5474,814
108400,1651
62232,6727
73424,621
8738,842
165992,1748
54478,1259
172485,17955
20311,907
151882,9126
147059,665
105866,16861
189069,961
46257,936
185223,2737
95379,1094
129814,2681
40428,706
191296,1768
97012,1865
120644,680
82176,8492
33556,6106
183100,5480
60405,4939
19637,1331
24698,4939
27284,864
166561,2994
169931,1389
36189,8902
131067,13919
153138,1385
38217,655
129326,4373
143516,3065
27134,12048
90721,7318
144544,508
132721,4084
105806,17237
24791,16091
9530,6787
144603,13542
105622,1238
13225,14031
112010,2824
14954,11968
8048,7277
138110,7961
75614,3881
70775,4139
88301,3004
131399,789
49383,666
14052,880
109768,4227
71997,9886
99490,2063
156250,3201
174027,2390
171164,918
141992,2967
38918,610
70908,805
73803,949
106500,920
74217,374
120354,766
138300,8154
44828,4933
118751,3294
100513,4487
144051,5306
90860,2063
17882,3137
60914,1031
127705,650
161503,907
174063,10977
71473,758
112661,2750
17645,4253
163277,4398
72941,1803
161815,9900
147932,4064
109254,4434
44537,4504
107251,367
85968,8243
123919,1250
73072,2285
177022,6382
141983,454
79882,6664
40194,749
721,1323
69073,17103
68683,449
47820,1240
121743,5652
190575,3816
180705,625
9718,936
16719,4036
108426,15137
68237,3644
104985,1982
21031,2170
29018,12968
95023,827
132996,2810
144779,2442
90470,700
186538,5294
90930,1842
129120,6921
76400,4183
145622,3054
40849,1061
120931,3461
173258,1863
95595,1207
105424,2111
48093,1087
18733,9146
76347,1720
183280,4246
159152,3843
50756,3307
173232,4425
3671,4077
55344,7258
15327,4785
161547,3310
44533,1200
150589,638
176074,13111
190121,1356
113209,852
44327,5026
130768,14603
137577,906
166593,445
85549,666
169576,698
143361,1333
29865,3087
182086,1076
88545,5983
10932,1113
190444,743
51224,2227
183707,9618
188939,3089
166759,17772
164500,3036
180982,15919
90374,964
172707,631
184828,860
83872,5914
117139,10333
145450,8385
26414,814
94951,11716
174031,6619
8373,5792
58676,1238
164857,477
159266,4549
84784,761
176266,817
80908,818
189962,844
130865,9208
46456,4899
20997,907
181418,698
43408,587
141043,8904
60706,2259
172481,12633
38280,1287
5156,5204
105242,1689
123309,705
37982,5335
106086,1654
113565,5787
28037,1721
105319,994
154642,552
149769,702
85923,1698
14674,3030
7404,789
145891,2518
76730,6028
117704,6229
80684,3987
18837,1931
72968,13919
110736,3235
169724,972
87942,1312
140229,1017
51661,1131
14852,816
138811,1758
135915,4218
95659,1151
6575,776
23547,10478
146919,4229
101776,8879
113307,907
15405,4687
86854,5125
182123,4616
177706,15081
66376,10232
55120,2536
55277,1371
32669,11963
185878,596
21169,855
78747,2262
27488,729
57477,6499
124851,10872
69503,774
148691,9169
47285,1732
83335,730
143735,863
17077,4502
60539,505
121238,3137
26620,1662
49421,10798
109928,5858
98777,5408
89666,5081
123054,1011
42368,477
170495,2580
31818,4484
84256,1265
108407,2181
3877,5037
61396,2347
178127,800
190705,2275
75940,13869
173621,4418
154161,984
76859,1232
62456,812
76015,3435
63131,4843
181181,2634
172781,2161
77080,7211
94852,874
144797,500
169048,1642
89294,5100
153525,1723
177232,673
35284,811
97383,2830
69890,675
61895,7426
90868,645
103558,651
59269,9166
121097,3522
123811,4368
128185,6935
43239,643
136094,7068
154583,2262
97972,6908
80048,5393
113466,5278
3302,9457
21471,1777
186285,2570
48629,9728
116435,4126
18405,800
127934,13849
16877,2935
58396,9891
63177,1094
56655,492
158681,1133
70875,738
188359,2872
143612,740
182079,1044
7782,2714
123763,462
133823,662
147763,1207
1363,2207
57198,6445
28063,2513
8689,477
79428,1117
179854,2177
34890,449
171368,767
101290,1358
165189,2905
134625,5698
40834,4032
70173,13095
78996,4920
179411,3193
84463,761
140723,938
92916,13598
110249,15594
148351,7292
145299,1758
54232,9332
134346,10330
141072,1829
23763,435
126616,1053
135886,2937
182547,5104
119104,1017
105461,1013
137575,10206
1378,1805
188568,5715
33033,6369
86891,648
82341,4092
22413,5222
97119,3400
60064,813
183088,3422
182720,2746
128623,725
111302,2369
130388,10669
79258,1934
162310,9920
101243,12061
5202,5590
12128,3539
48500,795
180999,530
174948,4869
90404,891
14866,994
92881,6951
4909,5430
183978,3558
71041,4004
40875,1066
67345,12693
112271,630
76502,5166
16820,558
61604,9711
82888,14787
49119,11314
74332,5228
191182,1926
125918,2802
159012,625
176827,5943
188482,605
51179,906
22635,960
160152,895
12911,4036
143398,1654
155397,2331
163548,10725
82404,878
191711,1443
50117,446
67967,4862
149295,765
93077,1395
179801,9316
176776,5058
254,827
98896,4281
969,1624
76844,12381
54104,1787
60656,1040
99138,783
47266,7197
58936,5376
106360,1088
1355,1264
37880,6077
12017,1238
122897,859
81468,2473
63056,3718
64583,8314
113570,7823
86677,1378
83940,5476
149519,1723
118339,958
93593,716
27011,1708
104992,586
127718,631
88324,3107
104008,1105
79833,1076
42380,4872
103467,575
130792,3618
34261,2232
88198,9791
97222,2569
156723,462
18220,857
85380,1808
154301,1412
6356,9735
64399,544
112616,720
24529,6876
6242,612
1785,672
29895,758
12366,4067
75997,1819
32640,2993
82071,4838
11465,5056
9993,928
65997,2728
150161,784
14987,1654
165065,660
100770,16210
161778,3246
44544,16779
24707,1841
175907,3336
14947,2031
135121,3945
7304,2214
108406,5107
108034,2691
31688,1123
97083,580
166574,918
128215,3692
100787,719
49987,2233
150002,915
184611,2908
82445,994
99332,10659
6121,4425
47672,765
94672,4242
176686,912
130241,7748
46873,1097
75018,4106
182795,378
159860,2843
93481,1350
121921,8907
127326,1140
152849,3218
78255,1035
127558,1331
31716,3409
185746,1112
89468,1316
179414,7334
106892,10331
61354,1078
57109,1882
23135,1662
3311,5443
1083,524
131279,1684
108484,12226
77838,709
60690,3733
179048,6662
184378,1792
121624,5152
184117,6391
105149,485
67824,3432
180176,2688
132667,984
191889,11886
146051,923
36088,6146
52657,1063
55134,1216
31188,767
121946,5814
18256,1698
150990,731
140105,764
15430,828
103507,5461
28285,2352
125401,4266
26968,12257
112780,2028
74500,798
58353,9452
113268,452
30237,631
15091,5999
5391,847
47405,9166
138024,13655
108039,1110
190777,942
186319,1370
42425,7276
147277,432
17830,1089
11654,737
149688,698
78701,4667
173613,526
175253,7276
162673,10164
32784,4165
39935,853
128684,3663
99458,579
64746,2262
170972,3010
148177,1041
125664,1178
26878,719
89086,1882
147045,2777
192614,1939
114178,4200
97955,658
19965,990
175180,929
57942,8373
101511,675
84239,1295
71889,10206
113459,1776
66533,4295
119847,6925
56632,935
84661,7526
59151,1920
170645,2959
130306,647
148768,3991
170938,1066
93779,2585
81344,692
92674,7540
126766,1619
159412,867
106035,2140
76493,1656
105908,5975
152834,803
3399,5484
128802,464
42680,526
5834,10666
154220,2746
110415,7929
37375,5597
102793,745
189376,626
54716,3689
13805,1197
111342,3915
95973,10487
72454,12696
109735,9768
81658,4944
8915,1838
180638,403
178269,645
78588,3585
39288,1696
97330,2913
124361,1263
167021,1151
185985,13464
113084,671
163380,3340
149656,2344
161108,2545
63862,619
69817,1179
53214,776
104531,7806
116412,766
134966,5654
179495,4312
80919,3340
69152,5005
107942,616
52693,1410
124822,7806
46051,1389
165583,625
12735,3089
80977,4424
91432,4185
3857,6781
106615,990
2039,2699
149200,1940
46007,5264
91282,10214
21629,1176
159634,786
140741,1101
93075,6303
67035,2604
109657,1664
157481,2325
96806,6559
85062,6084
60178,3673
5217,2600
77700,687
29948,524
189274,4234
8577,3625
1573,2013
164064,1041
94535,684
176516,758
90251,752
87057,6618
108945,17598
16291,16111
61599,1080
80759,7625
57782,2577
64948,1576
65199,944
122475,477
131240,1089
55258,795
11817,1235
159626,13003
158596,5096
150279,1265
58543,5795
126489,605
34635,680
93531,17214
4696,3862
21378,1019
44221,4309
29784,702
85054,802
25257,734
18007,2273
116209,4368
88534,631
159357,1116
27608,772
10327,3251
107879,928
62546,6282
70288,2572
68737,2384
7344,4114
170206,7357
22211,2630
190036,1655
114049,789
76749,7272
89352,4190
25035,2656
23007,1052
6918,957
132737,1041
175182,5468
169764,1915
79220,3599
192545,828
180513,13994
184434,489
164599,4994
43382,756
171431,3130
95131,4133
17585,3145
4284,2706
159183,363
40213,1125
60049,11009
97677,3342
143747,367
100282,7664
189809,14652
191563,625
76992,2469
160036,693
106716,792
57858,1056
124826,5741
27728,765
89897,12967
84448,1861
2420,741
146889,15627
170605,4732
116351,3269
102756,754
96185,4427
175296,3417
93196,2874
94306,798
14063,9471
99379,728
49956,3689
147171,816
170121,2767
160045,491
102126,413
25973,5204
5312,4917
88627,1274
43819,3136
146504,1648
9028,2802
143166,872
23138,625
30328,516
85293,1250
70270,752
130904,16657
133993,7650
163122,3898
103429,872
180193,1760
90731,6380
67639,1551
150372,802
57487,3033
145942,5617
178695,568
83031,1707
11377,591
152935,3107
87008,478
185934,15559
148455,731
172579,521
134212,10214
189712,2321
104122,1429
38458,596
126652,4201
101980,544
97858,8791
101173,1013
34162,6843
130694,1026
135787,17820
121432,1207
128061,607
70656,17515
10555,583
157889,625
25094,435
126283,3903
31076,2511
159941,2724
65573,907
72981,5257
114082,3054
26730,560
94764,753
80169,850
154075,6957
60843,4320
184970,4165
62160,1179
20428,5703
132785,3365
171376,2276
86973,730
105257,1002
72031,461
110515,16148
58308,13938
159027,914
111761,1053
24881,7835
131465,979
149389,2101
16385,1131
59207,631
101223,5214
27559,471
24838,766
3514,2398
24346,990
26165,1574
102995,1274
170167,6055
13750,698
105035,700
65896,554
21432,4095
68972,15923
90638,1050
135727,1055
121854,4616
72321,6563
142121,1153
45984,4106
172072,1210
163727,648
175678,372
29968,802
72706,2760
160302,908
99132,11092
108182,614
157873,1031
177511,11246
193159,7026
97155,8701
61262,2010
48960,1046
168382,604
49354,2039
26207,8212
58024,11190
77492,13846
148010,13659
56543,5550
88705,4404
39103,2743
39125,2265
18934,501
16472,5055
19750,14278
28370,3169
93,5973
43969,4950
132706,17712
53001,2211
36294,942
21485,552
95672,1576
23581,12991
61068,1331
122448,700
46921,6618
29738,4580
119567,1573
89074,462
31760,6052
45162,9683
72076,4190
13351,1746
1119,844
8164,730
172172,3454
120398,3452
126026,6841
180073,4131
161250,4634
111972,878
137229,910
22849,1571
34798,2346
172082,660
76368,1192
113819,2915
144438,10530
174993,2395
9533,6022
13570,1186
87542,2875
116726,1443
3590,16407
162814,14330
134352,1439
25262,2846
25261,6212
134400,2351
11231,3584
30976,666
100628,9166
155812,5335
158205,1621
125056,1007
98901,2975
14242,12311
69579,2559
92635,2839
130705,7159
190064,3921
63436,1710
53105,15025
140401,1657
163073,2112
99961,833
137805,6449
193054,9412
123612,454
170384,14111
15161,5805
13091,630
28794,811
177199,710
67583,929
182760,1123
5618,709
14450,882
82865,16198
112117,526
162360,4309
41607,6225
151714,575
120965,612
155022,7258
118069,14763
70422,1362
41541,5021
183238,2438
80641,5214
19941,1124
121471,4247
182629,2562
9201,3053
7826,5652
58812,12247
130305,2854
4015,1415
138572,1333
159749,2890
122794,5010
27802,737
190574,2705
82246,7526
153700,912
83762,526
18277,7192
36801,1953
186690,3918
158025,660
172964,2440
148893,5795
139933,7037
180213,414
86665,698
189701,450
58084,1908
30736,15962
98893,2010
136942,4900
144718,11886
131866,9292
10165,4676
164204,15528
130119,965
4698,1977
29350,1882
11137,1079
53906,2036
187497,4081
179273,1675
178183,4355
120853,8563
146205,809
177311,5239
78845,18343
124628,709
162480,10401
61826,9030
96500,3656
143770,10668
128975,540
38875,2025
189196,2720
47941,12555
88295,7157
154405,1715
166588,2564
84985,774
138741,2317
37459,942
181456,894
115694,1099
160111,2304
126822,3685
192004,15467
97309,4327
68951,524
75204,658
76990,2744
77903,1350
60051,396
117618,14482
188823,13622
61797,2388
176237,2170
88197,811
122524,716
158503,7476
76610,6486
2594,2469
109822,5000
165017,1160
179982,4346
146,2476
122952,6659
91818,882
76031,10824
55505,4218
109418,9925
127767,5937
46898,5498
79017,460
88589,2138
50785,999
187551,9323
63699,651
20914,600
106210,1079
175846,2573
25147,633
8614,825
123699,776
45147,7660
85406,890
7799,765
120824,1972
138896,723
130683,685
70185,10368
192271,2415
175559,984
107848,10304
68273,13337
101415,1212
11862,552
24440,597
94673,2088
169810,5431
113298,680
23471,6377
150018,4093
104056,2291
131148,2321
46381,2760
32696,814
108991,6380
178429,7209
37203,1395
3005,6250
141615,756
158153,6023
42044,752
187787,3566
6088,1008
141341,4255
49039,11299
183437,2036
136659,1332
191748,701
113483,746
175869,12823
98123,1153
179756,1052
66652,11267
28386,7679
105021,1033
118406,14445
25594,1243
91123,798
123189,4766
191996,2816
41994,1111
33464,1986
52282,2616
88623,642
25789,878
74736,684
50603,6559
118903,15568
166460,846
82045,3784
125670,1563
149671,834
150761,13378
97368,2086
189892,1008
51516,1240
9176,11452
111539,3145
38941,4890
81823,4138
166507,3462
76023,2726
6829,928
16565,17053
124768,4553
88018,1968
11971,724
64372,5204
112046,5577
101958,921
146500,4413
175803,7069
160476,10602
109002,13187
116101,939
144199,11113
149018,10681
59701,5748
178461,504
52784,698
70220,827
42523,802
63128,4496
21643,1135
172078,2896
182788,1140
151598,3508
107716,11943
77795,596
147636,5947
172976,1073
152945,1689
47879,3909
133984,7924
70325,628
66629,765
5983,4443
89825,726
15120,426
79317,2138
184555,1629
191932,485
132099,1356
107919,3756
89422,1911
134729,1857
182580,376
162351,4434
146342,8210
34563,12756
27014,6768
80312,1994
171314,4451
65869,1436
97464,2262
67891,3201
50344,668
117537,5588
186936,4436
34787,491
128422,11795
161334,1721
158207,2338
88325,2010
60977,2386
87862,1637
105471,11487
155790,18190
135921,5476
20523,812
4447,3360
69396,3145
85478,2273
40883,13196
177340,394
23238,1304
10796,1103
82160,5198
47201,943
114604,1569
357,10453
113049,3604
189495,4207
76340,3074
184112,1370
96847,833
97400,3572
156857,5430
74363,1022
171439,8794
177410,1950
77391,357
145485,3461
26250,15193
52018,2697
107789,2632
79606,4190
144126,1986
162380,13068
83162,1009
175670,9055
181611,3564
43884,404
183498,574
126021,2838
170663,2988
83890,12573
170473,4568
96683,8637
76821,855
36827,1861
24599,700
7739,1000
166849,689
27702,1370
176160,942
74732,18659
32162,4274
8806,4662
113806,723
8958,6843
161155,6435
131101,2005
158340,604
182829,647
12470,13582
60109,4892
126187,1206
1825,3514
137104,893
182124,776
24459,7652
110164,828
180480,1692
177312,1054
144622,10312
84564,1002
172809,445
44264,432
132941,7673
187674,1709
14959,803
100086,2908
57202,985
17344,1147
66520,16339
66025,376
102678,591
23107,2459
148373,3576
16838,2530
4122,8165
7585,9664
116180,687
102017,8852
42986,577
46969,1059
45640,3871
161403,2363
18773,1781
134626,755
166821,3378
13783,844
15362,8196
109337,1980
161361,1006
83081,923
182214,16240
97519,3368
40566,3663
13910,1867
181551,1394
7882,755
94319,1094
55541,465
63887,1805
74884,586
44390,675
3665,11094
142189,2933
85977,5976
86111,1819
190338,625
52703,1608
174781,5759
85151,12709
123031,1873
11683,9160
30539,3235
105148,603
39927,2214
133140,10365
126078,526
108988,1044
104748,4022
17813,608
118960,765
156504,526
15921,4256
10924,10732
13706,1749
66247,4234
87964,4149
171324,3871
52788,3154
179697,7424
174057,5773
160135,2896
107754,2319
190368,11681
184241,6505
18462,473
31657,693
126047,752
1611,14803
176521,1613
111689,3730
94022,407
182940,2832
51069,14479
144699,8752
188749,565
188687,9821
27987,9138
12202,6453
72934,1168
24715,3981
190833,1712
186540,1063
32143,5502
7807,10742
127899,3005
108371,579
147378,6441
26082,6027
57194,2139
149710,5443
66606,2994
180133,8079
9574,830
137366,419
139750,526
108050,9513
159206,858
180563,5988
131226,1056
150585,2344
46647,1561
176700,16091
12094,6582
121559,8722
165905,1172
174621,2581
17565,1691
118692,10368
82277,4630
172906,2762
52838,1020
73541,1834
98697,590
178612,2587
186465,11087
26866,3267
161126,7197
66573,645
134872,3958
17752,686
19760,449
179083,3270
124887,10333
135225,3170
138480,5156
71616,4459
102114,1699
41168,17051
125437,1389
98215,1024
79837,6543
163798,14341
150061,1892
39437,720
108878,2661
133659,16582
11721,1861
74745,475
124098,6876
4225,1358
114824,2172
44078,1052
48484,1041
174762,1884
27446,5352
88264,6580
112259,1584
176701,8154
35690,1299
53821,6451
61407,7044
145614,881
162302,1192
41603,505
35470,730
109619,3998
17673,829
113487,673
158747,886
57223,4243
84271,1699
22507,1274
44935,4764
190048,8758
165591,1050
125179,8739
56843,2381
187745,2018
153231,8377
93621,4725
171573,12334
16333,1949
16802,1265
96159,9225
96939,872
12626,2671
140904,3649
49800,572
86923,2866
31460,10228
55900,8938
162373,696
178523,14359
43452,871
87738,5397
62661,645
100274,6013
77664,17455
183578,521
141755,948
130988,1179
160059,2874
159331,1872
132963,2469
65088,9699
35402,1053
18640,7099
104565,4561
85030,3544
147711,1259
8348,4480
183474,3536
112319,8803
133015,5200
107107,738
44619,1316
114491,5587
192068,575
40584,3089
142428,5586
116254,2513
142405,7922
16685,901
123498,11105
183694,1569
58694,2548
140944,658
145430,18756
139906,10640
39530,3710
77027,470
105065,6271
148730,3375
125934,5443
110625,3137
95515,16900
135786,3246
114883,3574
13882,3338
80865,791
113682,1048
43441,1580
139380,708
143849,849
100017,707
126875,1800
90577,1666
110632,5090
186577,790
104720,6445
82628,10312
5351,1053
184583,2294
34024,2674
190941,684
160364,2712
52158,9642
57999,4874
4708,680
1767,3093
12054,2877
179250,4685
87630,982
147222,539
113993,394
47346,595
6122,8668
117957,2824
57061,1664
187813,13846
124218,8629
66572,1123
12043,10847
49641,1607
16623,2845
138161,582
96458,683
128088,4295
190242,564
92099,10012
67562,4064
63372,4082
55041,2255
76593,966
115729,6229
13068,2530
131024,2511
185294,1916
16092,4327
152860,4015
106067,5151
67323,720
36232,5756
190550,5602
55803,3431
18456,936
81061,4764
135172,6411
20572,603
101086,4525
49339,475
57852,810
121497,668
192796,2596
83606,3880
26865,2867
34851,524
83605,4916
115663,1181
135282,2006
40131,1094
155154,1788
26321,5192
148936,1078
120162,4133
57251,1966
168939,2840
1674,687
131086,4841
3996,2580
10633,467
154059,18468
165481,816
80096,3084
135605,748
126272,2339
32132,2074
89218,8739
187001,1094
160636,656
103488,6659
12863,1706
187814,12816
134295,787
120327,880
123311,1668
90473,1008
64459,4094
40431,15188
28401,829
32481,3033
84671,1746
156077,1160
44494,1246
156554,422
104554,864
190118,477
10556,13369
8316,5356
64368,1727
34374,984
138995,1235
178261,524
83114,515
55619,588
34173,402
9825,626
130209,628
16406,3992
71439,969
7546,1356
78027,537
17421,842
136208,1819
130794,6653
159435,11360
154229,4510
39566,1630
160918,3720
17801,4718
82049,3827
826,3833
26657,5771
23519,8190
3991,1168
23095,2381
59117,1240
158002,473
122617,3363
68345,4043
129986,3629
98474,6488
84010,5893
56195,2879
173736,12401
71366,2505
125673,4439
153223,847
186336,666
190403,1265
178419,675
190011,7484
68446,1076
114742,1232
40912,727
93052,626
65124,4398
52299,2304
145963,1086
77237,4652
106680,3154
6714,4578
31977,15760
93787,2895
43327,2550
98906,2083
104302,3136
163843,4368
18368,2513
25379,9408
146236,635
122082,1345
167233,3084
136248,5174
193513,957
24419,1000
132645,2803
8272,847
67959,15065
144856,880
146216,2668
136373,11234
115117,1410
69874,2106
96626,791
142838,1363
177088,5534
138270,872
11955,1153
106649,9720
94440,10308
140251,4330
125007,489
167035,847
49506,915
21283,2751
132907,2526
51128,4892
130512,852
60384,914
105894,468
52682,10562
44379,2345
51750,4072
80912,1115
9705,8580
27618,10725
62146,4682
12437,2586
87519,6024
77125,7487
85566,709
116128,1834
110713,706
40376,1662
17916,688
128236,597
149090,3111
42530,489
61711,596
123675,1015
68776,2658
57498,904
145084,433
108987,10086
114794,855
133086,647
45765,1113
51656,707
56995,2743
15565,605
154042,2604
132321,853
36288,743
69360,11646
12741,8928
135124,2098
92297,4348
2598,4829
166974,12531
142511,865
73338,14456
13229,1263
127430,3017
80868,8010
20077,524
3722,14127
72417,1431
112024,986
89257,1003
6880,4242
148773,706
25583,5134
138655,695
56973,1094
4610,1857
29461,507
73191,1881
55210,8486
44273,6409
162304,956
111269,1167
151182,787
175222,3404
127081,2155
94303,15797
111547,776
35682,9620
121185,707
18069,1802
160251,3012
173668,4157
3784,3921
10935,789
193472,3206
179015,2902
133838,526
182015,1643
13220,1813
67561,1319
96696,804
8922,457
49830,1565
35677,11322
72964,3365
98902,3945
118825,620
59261,2365
16915,658
25979,5598
8117,2586
174655,2789
44280,13278
75516,552
170325,1787
118502,6552
22098,730
123409,710
50502,675
81846,537
169629,3816
71657,1069
112882,802
14601,2232
24821,13203
162679,10009
86184,3451
41444,9243
143075,2340
140702,2700
76089,830
157050,876
19567,636
93554,1415
50189,5739
100229,4679
64783,526
123947,442
53685,554
154572,1367
181740,10406
179712,1402
62395,11209
106566,11209
152963,2137
154154,3968
131692,2583
57940,1039
34647,10479
133686,1830
183173,1656
166137,487
146624,2396
103381,990
95941,1956
190246,1353
135630,7286
53158,6860
34018,982
128383,2167
89262,4113
108305,8426
182782,2218
26592,9002
55595,680
32934,523
119616,9920
22163,1068
69086,898
103427,11795
51372,571
24180,9448
116810,1822
41182,8512
74383,813
96550,1629
152845,2384
148039,5775
75604,2301
136123,1263
35344,3669
177023,7423
177850,2056
9849,3394
59046,2459
176916,7928
168214,7032
14202,541
123249,1997
144218,1928
17171,5743
20828,5983
95155,896
172320,5158
149029,811
124011,4290
122245,637
128750,3665
14770,666
29104,13764
45635,732
83698,8774
38585,1433
27729,2743
154822,575
18459,4762
28205,5555
73086,485
55122,666
175197,5650
153419,10483
188189,6582
28615,850
140682,530
64875,9088
134909,743
90139,3026
31748,1262
156007,2328
39140,2072
30267,1097
27186,8714
160066,865
101917,2384
65651,2850
188829,2026
190312,2594
73331,2196
186422,2749
159018,3301
122766,9282
117828,552
102335,4213
151822,776
32822,2958
60896,5535
90341,4578
193280,7091
153055,4155
149010,4549
172909,2316
98053,17051
112315,886
181271,1170
14772,1311
49240,13600
95833,575
147657,3625
128969,776
184678,6271
168702,3531
87125,4260
180528,465
92154,2079
162284,15776
96279,943
54476,1324
123611,1927
90888,807
134257,842
80952,4513
156587,1026
181422,1767
107178,828
142076,3950
126682,9285
125890,1207
151853,5176
156259,716
184932,4602
67733,11500
189682,4155
191781,15931
117278,3669
52136,616
25123,6103
11290,526
145190,1698
154624,1174
172612,1177
107276,2375
93657,2026
142009,713
159244,492
122143,2434
3352,758
36389,698
181719,4077
116245,423
99345,10291
30796,2789
41970,14620
143463,10802
67827,1211
144892,2111
53203,8020
5293,1694
120405,2196
7734,7602
141923,6628
104191,1114
11924,988
38131,5324
157367,776
102267,1007
126484,868
67484,445
169248,654
129797,3071
73396,1016
2590,828
192757,5164
144901,7881
50650,448
98505,6133
15688,1053
155562,4710
130115,1110
7691,1819
142145,8294
185640,775
142007,1095
39821,6421
62104,1008
114060,608
118849,1656
179275,1415
52448,6108
32862,684
157085,8486
122660,3635
110233,965
66876,1007
23997,596
35655,767
81876,9407
120992,2806
57907,612
111841,4101
45812,3818
130177,13873
136362,6857
179560,5996
12976,561
39435,1666
144413,6530
78267,941
71622,1902
153957,1264
161781,1754
20734,6350
98097,2962
143686,1896
12713,844
60883,4588
141981,13784
123229,905
83275,5842
184643,4568
104610,559
29663,863
25365,731
66224,3068
104065,3777
90688,5252
118217,469
42876,1262
180132,2680
71494,1715
50000,1020
123089,552
113219,11437
34623,6763
92480,3217
100330,1026
94165,789
77303,5364
54911,7964
141263,13757
60047,666
32687,561
175450,7496
117182,3329
41384,7122
8299,576
114147,7186
38297,3282
74426,11263
93960,5154
191157,18659
77972,3724
91133,844
78819,4277
163754,1882
43574,1607
132933,606
145174,18678
57564,692
29000,5302
150851,5866
142624,7357
179093,561
99067,1294
68466,789
4094,12951
144818,2225
97305,6418
57172,756
190591,1985
155092,830
37232,13298
89938,2294
167579,3311
95446,516
90680,7207
156772,4242
140089,14372
183191,1007
42485,8227
162198,8124
84267,10147
